failure,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_14,xmeas_15,xmeas_17,xmeas_18,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_4,xmv_10
0.0,good_499,340,0.25735,3690.7,4519.9,27.192,42.359,2700.7,74.488,120.38,0.33909,80.006,50.822,23.712,51.021,22.627,65.488,340.88,94.556,77.391,32.356,8.901,26.484,6.9861,19.128,1.6573,32.56,13.912,24.244,1.1919,18.367,2.2658,4.8259,2.2376,0.013042,0.82449,0.11207,53.884,44.156,64.317,53.488,63.444,40.527
0.0,good_499,341,0.22662,3654.5,4477.3,27.113,42.542,2700.0,74.834,120.42,0.34872,80.138,49.065,24.878,51.268,23.078,65.495,340.51,94.599,77.406,32.42,8.8277,26.108,6.849,18.706,1.6431,32.83,13.992,23.822,1.2633,18.724,2.27,4.8191,2.2386,0.0086068,0.83689,0.090325,54.111,43.923,62.997,53.307,61.137,41.532
0.0,good_499,342,0.22833,3643.3,4449.0,26.802,42.458,2701.6,75.357,120.38,0.35435,80.336,49.751,26.52,50.535,23.336,65.514,340.53,94.648,77.583,32.42,8.8277,26.108,6.849,18.706,1.6431,32.83,13.992,23.822,1.2633,18.724,2.27,4.8191,2.2386,0.0086068,0.83689,0.090325,54.111,43.923,63.189,53.646,60.242,40.847
0.0,good_499,343,0.2213,3677.9,4537.3,27.154,42.061,2702.1,74.968,120.43,0.36305,80.523,48.2,24.081,48.083,23.537,65.585,339.97,94.529,77.695,31.99,8.9125,26.177,6.8927,18.741,1.6154,32.54,13.832,24.05,1.3313,18.816,2.2219,4.9579,2.3223,0.0086068,0.83689,0.090325,54.111,43.923,63.764,53.603,61.139,41.54
0.0,good_499,344,0.22046,3726.6,4498.8,27.361,42.296,2702.8,75.124,120.4,0.36112,80.59,49.344,26.075,49.137,23.298,65.646,340.12,94.582,77.852,31.99,8.9125,26.177,6.8927,18.741,1.6154,32.54,13.832,24.05,1.3313,18.816,2.2219,4.9579,2.3223,0.0086068,0.83689,0.090325,54.111,43.923,62.924,54.063,61.589,41.283
0.0,good_499,345,0.26181,3668.8,4524.4,26.894,42.294,2701.5,75.18,120.41,0.34461,80.535,52.119,24.401,48.142,23.722,65.659,339.44,94.471,77.263,32.356,8.935,26.268,6.7928,18.794,1.6285,32.595,13.821,23.694,1.1959,18.852,2.2734,4.9776,2.2916,0.0086068,0.83689,0.090325,54.111,43.923,63.546,53.68,59.261,41.173
0.0,good_499,346,0.2615,3673.4,4470.5,27.063,42.731,2700.6,75.414,120.4,0.34493,80.349,48.783,25.896,50.843,23.156,65.651,339.6,94.643,77.333,32.356,8.935,26.268,6.7928,18.794,1.6285,32.595,13.821,23.694,1.1959,18.852,2.2734,4.9776,2.2916,0.014246,0.85211,0.095361,54.361,43.059,63.467,54.326,61.079,40.939
0.0,good_499,347,0.2239,3701.4,4515.9,26.966,42.366,2699.7,75.477,120.42,0.34277,80.271,49.932,26.101,52.27,22.295,65.589,340.12,94.604,77.263,31.433,8.8169,26.534,7.1512,18.959,1.6584,32.699,13.718,24.321,1.2178,18.751,2.2742,4.986,2.3757,0.014246,0.85211,0.095361,54.361,43.059,63.899,53.653,61.409,42.36
0.0,good_499,348,0.22723,3720.9,4483.5,27.197,42.122,2696.5,75.289,120.39,0.33881,80.09,49.402,25.577,51.189,23.284,65.559,339.52,94.52,77.008,31.433,8.8169,26.534,7.1512,18.959,1.6584,32.699,13.718,24.321,1.2178,18.751,2.2742,4.986,2.3757,0.014246,0.85211,0.095361,54.361,43.059,63.563,54.041,62.182,41.273
0.0,good_499,349,0.32146,3586.9,4502.3,26.792,42.926,2698.7,74.553,120.38,0.32923,80.082,51.492,23.311,49.389,24.023,65.489,339.78,94.698,76.98,31.73,8.9893,26.054,7.1087,18.626,1.6653,33.251,13.841,23.515,1.3856,18.453,2.206,4.9102,2.2814,0.014246,0.85211,0.095361,54.361,43.059,62.64,53.395,63.183,41.035
0.0,good_499,350,0.31749,3597.0,4428.5,27.043,41.852,2702.8,76.122,120.37,0.33209,80.244,50.934,25.985,48.691,22.976,65.441,340.89,94.754,77.565,31.73,8.9893,26.054,7.1087,18.626,1.6653,33.251,13.841,23.515,1.3856,18.453,2.206,4.9102,2.2814,0.014246,0.85211,0.095361,54.361,43.059,62.466,54.278,61.834,41.439
0.0,good_499,351,0.29453,3624.0,4511.6,26.901,42.834,2705.0,74.595,120.39,0.34373,80.339,48.377,25.177,49.724,22.425,65.5,340.53,94.721,77.499,31.481,8.9597,26.401,7.0678,18.99,1.6427,32.69,13.7,24.122,1.3929,18.586,2.2912,4.8811,2.2952,0.0039583,0.82767,0.09242,53.732,44.196,62.141,54.097,61.396,40.776
0.0,good_499,352,0.29467,3612.0,4515.8,26.938,42.381,2706.3,74.35,120.38,0.34231,80.227,48.754,27.182,50.163,23.211,65.507,341.05,94.724,77.233,31.481,8.9597,26.401,7.0678,18.99,1.6427,32.69,13.7,24.122,1.3929,18.586,2.2912,4.8811,2.2952,0.0039583,0.82767,0.09242,53.732,44.196,62.347,54.048,62.499,40.509
0.0,good_499,353,0.32601,3621.7,4440.5,26.985,42.072,2707.1,74.962,120.4,0.32896,80.041,50.548,25.993,49.2,22.137,65.473,341.46,94.678,76.885,32.036,8.9846,26.692,6.8601,19.067,1.6484,32.963,13.692,23.391,1.4434,18.601,2.2508,4.9255,2.3008,0.0039583,0.82767,0.09242,53.732,44.196,62.345,54.051,61.387,40.96
0.0,good_499,354,0.3261,3608.1,4470.3,26.861,42.67,2709.6,74.841,120.39,0.32999,79.945,50.367,25.301,50.775,21.926,65.413,342.13,94.713,77.39,32.036,8.9846,26.692,6.8601,19.067,1.6484,32.963,13.692,23.391,1.4434,18.601,2.2508,4.9255,2.3008,0.0039583,0.82767,0.09242,53.732,44.196,62.578,53.694,63.115,41.512
0.0,good_499,355,0.27822,3675.9,4477.7,26.847,42.452,2710.8,74.635,120.44,0.32881,79.921,49.314,25.584,48.457,22.317,65.382,342.38,94.628,77.252,32.31,8.825,26.371,6.8551,18.719,1.6604,33.484,13.825,24.536,1.2555,18.542,2.2425,4.8924,2.3404,0.0039583,0.82767,0.09242,53.732,44.196,63.156,53.372,60.891,41.187
0.0,good_499,356,0.27568,3653.1,4447.4,26.594,42.166,2711.1,75.082,120.4,0.3286,80.018,49.535,26.731,51.81,22.86,65.367,342.82,94.489,77.622,32.31,8.825,26.371,6.8551,18.719,1.6604,33.484,13.825,24.536,1.2555,18.542,2.2425,4.8924,2.3404,-0.0030726,0.83962,0.12283,53.368,44.368,63.55,53.735,61.442,41.095
0.0,good_499,357,0.25023,3699.2,4465.2,27.088,42.249,2713.1,74.142,120.42,0.34139,80.222,49.529,24.918,51.532,21.987,65.42,343.05,94.536,77.569,32.631,8.7666,26.472,6.6573,19.266,1.6066,32.859,13.911,24.041,1.3775,18.72,2.2876,4.8739,2.3129,-0.0030726,0.83962,0.12283,53.368,44.368,62.822,54.355,60.823,41.428
0.0,good_499,358,0.25059,3678.0,4514.9,26.415,42.554,2710.9,74.932,120.42,0.34142,80.089,48.546,23.772,50.45,23.198,65.428,343.07,94.435,77.411,32.631,8.7666,26.472,6.6573,19.266,1.6066,32.859,13.911,24.041,1.3775,18.72,2.2876,4.8739,2.3129,-0.0030726,0.83962,0.12283,53.368,44.368,63.187,53.761,60.864,41.94
0.0,good_499,359,0.21632,3724.3,4394.7,27.23,42.681,2709.6,74.932,120.43,0.35087,80.088,49.805,24.173,49.88,22.843,65.424,343.09,94.577,77.214,32.288,8.8677,26.346,6.7295,18.867,1.649,33.306,13.829,23.843,1.0857,18.58,2.2255,4.7824,2.2757,-0.0030726,0.83962,0.12283,53.368,44.368,64.244,53.822,60.558,42.353
0.0,good_499,360,0.21592,3684.7,4422.3,26.987,42.551,2706.3,74.598,120.39,0.3539,80.072,51.338,25.413,51.567,22.616,65.445,342.61,94.194,77.042,32.288,8.8677,26.346,6.7295,18.867,1.649,33.306,13.829,23.843,1.0857,18.58,2.2255,4.7824,2.2757,-0.0030726,0.83962,0.12283,53.368,44.368,64.926,53.492,62.552,41.304
0.0,good_499,361,0.24912,3704.4,4494.4,26.918,42.286,2705.1,74.978,120.42,0.34378,80.063,49.756,25.324,50.186,22.618,65.442,342.54,94.498,77.407,32.242,8.8276,26.362,6.9648,17.987,1.6577,33.047,13.859,24.13,1.2692,18.622,2.2197,4.7977,2.2927,0.023877,0.84603,0.098669,53.985,43.961,64.13,53.559,61.936,41.551
0.0,good_499,362,0.24758,3714.8,4500.8,27.31,42.79,2704.8,75.162,120.39,0.34472,80.291,49.598,24.948,49.907,22.998,65.469,342.39,94.324,77.78,32.242,8.8276,26.362,6.9648,17.987,1.6577,33.047,13.859,24.13,1.2692,18.622,2.2197,4.7977,2.2927,0.023877,0.84603,0.098669,53.985,43.961,63.952,53.482,61.061,40.838
0.0,good_499,363,0.2486,3701.7,4574.4,27.11,42.443,2704.1,75.586,120.4,0.34266,80.268,48.777,25.807,47.996,21.812,65.543,341.9,94.475,77.569,32.373,8.7072,26.642,7.0137,18.639,1.6374,33.258,13.681,24.016,1.1216,18.518,2.2279,4.7314,2.3252,0.023877,0.84603,0.098669,53.985,43.961,62.147,54.818,60.023,41.344
0.0,good_499,364,0.24875,3666.5,4589.5,27.002,42.182,2704.8,76.016,120.38,0.34511,80.187,49.119,24.848,48.181,22.019,65.518,342.3,94.585,77.422,32.373,8.7072,26.642,7.0137,18.639,1.6374,33.258,13.681,24.016,1.1216,18.518,2.2279,4.7314,2.3252,0.023877,0.84603,0.098669,53.985,43.961,62.752,54.637,59.577,41.023
0.0,good_499,365,0.23486,3658.3,4527.7,27.171,42.441,2705.0,75.257,120.39,0.32592,80.059,49.731,25.754,50.868,21.691,65.529,342.82,94.543,77.182,32.496,8.881,26.362,7.0248,18.581,1.692,32.647,13.835,23.78,1.4074,18.783,2.2733,4.8898,2.2873,0.023877,0.84603,0.098669,53.985,43.961,62.364,53.856,62.234,41.262
0.0,good_499,366,0.23669,3636.4,4499.9,26.967,42.136,2706.1,74.932,120.4,0.3259,80.108,49.545,25.892,46.89,23.514,65.508,342.59,94.838,77.175,32.496,8.881,26.362,7.0248,18.581,1.692,32.647,13.835,23.78,1.4074,18.783,2.2733,4.8898,2.2873,0.01879,0.85384,0.10142,54.042,44.476,62.74,54.188,60.361,40.375
0.0,good_499,367,0.22284,3653.8,4509.5,26.899,42.212,2705.0,74.407,120.39,0.34528,80.012,50.285,26.731,49.807,22.593,65.495,342.72,94.606,77.155,32.569,9.0092,26.771,6.7502,18.589,1.6285,32.861,13.837,24.29,1.5184,18.659,2.2635,4.8068,2.2851,0.01879,0.85384,0.10142,54.042,44.476,62.214,54.243,61.368,40.397
0.0,good_499,368,0.22158,3641.4,4541.8,26.768,41.965,2704.4,73.936,120.39,0.34292,79.899,51.215,27.155,49.144,22.997,65.439,342.56,94.868,77.318,32.569,9.0092,26.771,6.7502,18.589,1.6285,32.861,13.837,24.29,1.5184,18.659,2.2635,4.8068,2.2851,0.01879,0.85384,0.10142,54.042,44.476,62.427,53.857,61.334,40.511
0.0,good_499,369,0.21131,3703.7,4511.1,27.01,42.162,2707.7,75.63,120.41,0.34447,80.198,50.226,24.826,49.431,23.759,65.447,342.27,94.531,77.576,31.756,8.8619,25.966,7.0027,18.961,1.638,32.753,13.774,23.372,1.296,18.442,2.2627,4.7967,2.3187,0.01879,0.85384,0.10142,54.042,44.476,63.759,54.238,60.644,41.217
0.0,good_499,370,0.21271,3714.3,4512.9,27.142,42.421,2707.7,74.714,120.43,0.34489,80.235,49.794,25.824,48.827,22.905,65.507,341.96,94.63,77.632,31.756,8.8619,25.966,7.0027,18.961,1.638,32.753,13.774,23.372,1.296,18.442,2.2627,4.7967,2.3187,0.01879,0.85384,0.10142,54.042,44.476,63.577,54.216,63.852,41.342
0.0,good_499,371,0.28835,3636.8,4469.1,26.828,42.384,2709.5,74.904,120.39,0.33558,80.392,49.252,26.53,48.861,22.234,65.591,341.83,94.35,77.385,31.584,9.088,26.38,6.9789,18.784,1.7026,33.431,13.981,24.131,1.1215,18.369,2.2076,4.7673,2.237,0.012461,0.82463,0.10873,54.371,43.376,62.701,53.827,61.516,41.356
0.0,good_499,372,0.29081,3657.0,4468.8,27.031,42.471,2708.2,75.368,120.38,0.33473,80.173,49.709,24.405,52.131,22.101,65.602,342.16,94.742,77.5,31.584,9.088,26.38,6.9789,18.784,1.7026,33.431,13.981,24.131,1.1215,18.369,2.2076,4.7673,2.237,0.012461,0.82463,0.10873,54.371,43.376,62.353,53.83,60.685,40.586
0.0,good_499,373,0.31217,3633.6,4489.5,27.133,42.24,2707.9,74.177,120.39,0.35886,80.039,49.688,24.814,51.281,22.406,65.62,342.27,94.549,77.319,31.985,8.9462,27.044,6.927,18.443,1.6715,32.995,13.616,24.281,1.3285,19.134,2.255,4.8563,2.2795,0.012461,0.82463,0.10873,54.371,43.376,62.861,54.002,61.502,41.229
0.0,good_499,374,0.31246,3654.1,4483.2,26.902,42.38,2706.3,74.521,120.39,0.3598,79.743,50.21,24.007,48.688,21.932,65.554,342.5,94.787,76.817,31.985,8.9462,27.044,6.927,18.443,1.6715,32.995,13.616,24.281,1.3285,19.134,2.255,4.8563,2.2795,0.012461,0.82463,0.10873,54.371,43.376,62.509,54.078,62.074,41.019
0.0,good_499,375,0.2786,3655.4,4533.0,26.835,42.416,2707.1,75.054,120.4,0.32021,79.589,48.922,25.067,52.198,23.152,65.444,343.43,94.562,77.102,32.284,8.6939,26.133,6.7444,18.794,1.6686,32.975,13.811,24.064,1.2985,18.059,2.2381,4.8941,2.3139,0.012461,0.82463,0.10873,54.371,43.376,62.875,54.346,60.496,40.987
0.0,good_499,376,0.27807,3663.7,4521.3,26.884,42.168,2713.2,75.782,120.43,0.31923,79.957,49.465,25.602,50.734,23.094,65.417,343.47,94.713,77.728,32.284,8.6939,26.133,6.7444,18.794,1.6686,32.975,13.811,24.064,1.2985,18.059,2.2381,4.8941,2.3139,-0.0068247,0.83676,0.10686,54.056,43.927,62.732,54.486,59.605,41.828
0.0,good_499,377,0.24895,3685.6,4462.8,27.169,42.425,2713.9,74.537,120.41,0.34273,80.158,49.614,26.201,52.204,22.31,65.481,343.38,94.27,77.382,32.272,8.8127,26.091,6.9538,18.156,1.6305,33.27,13.801,24.172,1.2812,18.553,2.2748,4.9086,2.2287,-0.0068247,0.83676,0.10686,54.056,43.927,64.0,54.351,61.907,40.855
0.0,good_499,378,0.25142,3698.7,4528.5,26.828,42.279,2712.6,74.89,120.43,0.33805,80.066,50.671,25.833,50.788,22.918,65.522,343.57,94.517,77.375,32.272,8.8127,26.091,6.9538,18.156,1.6305,33.27,13.801,24.172,1.2812,18.553,2.2748,4.9086,2.2287,-0.0068247,0.83676,0.10686,54.056,43.927,63.776,53.564,64.089,40.873
0.0,good_499,379,0.25043,3645.0,4564.1,27.24,42.139,2711.6,74.86,120.39,0.33804,80.111,50.647,23.644,50.904,22.347,65.55,343.43,94.398,77.357,32.548,8.8589,26.679,6.9001,18.906,1.6051,32.98,13.66,24.279,1.145,18.322,2.2351,4.8333,2.2889,-0.0068247,0.83676,0.10686,54.056,43.927,62.892,54.754,59.015,41.05
0.0,good_499,380,0.24777,3630.3,4555.8,26.674,42.507,2711.4,75.008,120.41,0.33982,80.088,49.793,25.274,50.464,21.999,65.57,343.39,94.558,77.311,32.548,8.8589,26.679,6.9001,18.906,1.6051,32.98,13.66,24.279,1.145,18.322,2.2351,4.8333,2.2889,-0.0068247,0.83676,0.10686,54.056,43.927,63.146,54.853,61.897,42.012
0.0,good_499,381,0.21868,3680.5,4516.4,26.987,41.735,2710.1,75.685,120.37,0.32498,80.108,50.316,24.385,50.816,22.011,65.589,343.7,94.535,77.357,32.083,8.6798,26.534,6.9857,18.704,1.6654,33.534,13.758,23.89,1.3156,18.716,2.2573,4.7902,2.2547,0.040693,0.83239,0.10749,54.175,43.353,62.712,53.525,61.333,40.425
0.0,good_499,382,0.22011,3645.4,4517.7,26.981,42.296,2709.1,74.893,120.39,0.32218,80.041,50.675,26.163,50.456,22.662,65.564,343.49,94.62,76.922,32.083,8.6798,26.534,6.9857,18.704,1.6654,33.534,13.758,23.89,1.3156,18.716,2.2573,4.7902,2.2547,0.040693,0.83239,0.10749,54.175,43.353,63.316,53.509,62.598,41.063
0.0,good_499,383,0.26443,3662.8,4527.8,26.718,42.038,2708.9,75.527,120.4,0.33609,79.853,50.545,26.111,51.503,23.013,65.513,343.42,94.525,76.974,32.43,8.9635,26.904,6.9771,17.984,1.6668,33.357,13.683,24.261,1.0785,17.901,2.2362,4.8513,2.3055,0.040693,0.83239,0.10749,54.175,43.353,62.207,53.881,60.034,41.165
0.0,good_499,384,0.26393,3644.0,4486.1,27.013,42.237,2709.3,74.709,120.38,0.33168,79.883,50.261,25.483,50.968,23.407,65.495,343.6,94.73,77.179,32.43,8.9635,26.904,6.9771,17.984,1.6668,33.357,13.683,24.261,1.0785,17.901,2.2362,4.8513,2.3055,0.040693,0.83239,0.10749,54.175,43.353,62.531,54.381,60.767,40.172
0.0,good_499,385,0.23119,3628.2,4574.6,27.353,42.039,2708.9,75.321,120.41,0.32286,79.891,50.589,25.521,47.193,23.161,65.481,343.6,94.641,77.167,32.378,8.7967,26.065,6.9906,18.656,1.6708,33.409,13.751,24.465,1.1941,18.466,2.2615,4.8156,2.2036,0.040693,0.83239,0.10749,54.175,43.353,62.784,55.16,62.11,41.604
0.0,good_499,386,0.22954,3637.8,4566.6,26.883,42.064,2711.9,75.071,120.37,0.32157,80.05,47.705,26.659,49.839,24.304,65.476,343.54,94.738,77.377,32.378,8.7967,26.065,6.9906,18.656,1.6708,33.409,13.751,24.465,1.1941,18.466,2.2615,4.8156,2.2036,0.018724,0.81994,0.10408,55.377,43.361,62.62,55.256,60.104,40.296
0.0,good_499,387,0.23261,3636.3,4516.7,27.179,42.436,2711.3,76.11,120.41,0.33375,80.045,48.074,24.701,51.006,24.301,65.509,343.21,94.632,77.262,32.921,8.815,26.306,6.7838,18.802,1.6619,33.039,13.91,23.608,1.2583,18.304,2.2646,4.8373,2.2707,0.018724,0.81994,0.10408,55.377,43.361,62.431,54.279,62.963,41.817
0.0,good_499,388,0.23017,3630.9,4536.2,27.136,42.911,2710.6,75.444,120.39,0.33166,79.93,49.421,24.93,48.842,22.736,65.502,343.13,94.777,77.067,32.921,8.815,26.306,6.7838,18.802,1.6619,33.039,13.91,23.608,1.2583,18.304,2.2646,4.8373,2.2707,0.018724,0.81994,0.10408,55.377,43.361,62.524,54.046,59.944,40.444
0.0,good_499,389,0.17531,3679.9,4483.7,27.1,42.381,2708.5,75.172,120.42,0.34597,79.82,50.16,25.877,48.508,24.048,65.456,342.95,94.631,77.19,32.329,8.9098,26.779,6.8479,18.441,1.6457,33.592,13.839,23.815,1.331,17.846,2.261,4.7663,2.2442,0.018724,0.81994,0.10408,55.377,43.361,63.489,54.326,60.643,41.561
0.0,good_499,390,0.17475,3683.5,4515.9,26.908,42.205,2709.8,74.943,120.42,0.34803,80.155,50.996,26.467,50.593,22.397,65.436,342.54,94.635,77.834,32.329,8.9098,26.779,6.8479,18.441,1.6457,33.592,13.839,23.815,1.331,17.846,2.261,4.7663,2.2442,0.018724,0.81994,0.10408,55.377,43.361,63.428,53.941,62.24,41.241
0.0,good_499,391,0.22733,3683.5,4567.9,27.103,42.295,2709.5,75.253,120.4,0.34089,80.328,49.903,24.962,51.171,23.462,65.518,341.93,94.549,77.469,32.023,8.931,26.276,6.7286,18.94,1.6129,33.251,13.72,23.975,0.96481,18.753,2.2596,4.8518,2.2244,0.032476,0.85505,0.085591,52.812,43.334,62.928,54.229,60.729,40.925
0.0,good_499,392,0.22896,3671.8,4508.6,27.497,42.333,2704.2,74.623,120.41,0.34229,79.978,51.691,24.588,49.165,22.973,65.553,341.58,94.565,76.943,32.023,8.931,26.276,6.7286,18.94,1.6129,33.251,13.72,23.975,0.96481,18.753,2.2596,4.8518,2.2244,0.032476,0.85505,0.085591,52.812,43.334,63.128,54.939,62.115,40.987
0.0,good_499,393,0.2598,3706.7,4502.1,26.884,42.361,2704.0,76.302,120.4,0.32573,79.841,50.347,24.508,49.71,22.348,65.445,341.95,94.661,77.043,32.731,8.8959,26.391,6.9079,18.477,1.6662,33.56,13.838,23.731,1.1796,18.378,2.2548,4.8946,2.3349,0.032476,0.85505,0.085591,52.812,43.334,63.664,53.807,60.652,41.273
0.0,good_499,394,0.25882,3693.8,4507.8,26.59,42.121,2705.3,74.741,120.4,0.32654,80.03,49.082,25.141,50.399,22.539,65.405,341.83,94.409,77.477,32.731,8.8959,26.391,6.9079,18.477,1.6662,33.56,13.838,23.731,1.1796,18.378,2.2548,4.8946,2.3349,0.032476,0.85505,0.085591,52.812,43.334,63.886,53.739,62.466,41.454
0.0,good_499,395,0.18982,3668.0,4539.4,27.036,42.366,2703.2,75.335,120.37,0.33484,80.011,47.802,23.889,49.364,22.269,65.408,341.19,94.607,76.982,32.367,8.8517,26.319,6.9493,18.621,1.6613,32.953,13.859,24.4,1.2549,18.268,2.2381,4.8356,2.3343,0.032476,0.85505,0.085591,52.812,43.334,62.817,54.508,61.03,40.876
0.0,good_499,396,0.18553,3659.2,4578.4,27.123,42.045,2700.1,75.791,120.4,0.3396,79.845,50.462,24.586,49.422,22.226,65.368,340.92,94.748,76.856,32.367,8.8517,26.319,6.9493,18.621,1.6613,32.953,13.859,24.4,1.2549,18.268,2.2381,4.8356,2.3343,0.010182,0.81982,0.09221,52.503,43.078,62.968,54.04,60.417,40.918
0.0,good_499,397,0.21773,3629.7,4554.8,26.846,42.432,2700.5,75.642,120.38,0.34002,79.878,50.952,25.677,48.324,23.601,65.346,341.31,94.783,77.181,31.939,8.9957,26.495,6.99,19.034,1.6332,33.065,13.9,24.532,1.2675,18.487,2.2958,4.7428,2.2782,0.010182,0.81982,0.09221,52.503,43.078,63.069,54.008,61.821,39.899
0.0,good_499,398,0.21867,3634.2,4539.8,26.743,42.422,2701.2,75.004,120.41,0.34265,79.984,49.383,26.621,50.509,22.053,65.35,340.71,94.625,77.063,31.939,8.9957,26.495,6.99,19.034,1.6332,33.065,13.9,24.532,1.2675,18.487,2.2958,4.7428,2.2782,0.010182,0.81982,0.09221,52.503,43.078,62.99,54.188,63.69,41.102
0.0,good_499,399,0.26231,3615.0,4465.9,27.133,42.232,2703.9,74.432,120.39,0.34512,80.242,51.008,25.474,48.264,23.715,65.42,340.59,94.838,77.777,32.101,8.7512,26.417,6.8058,18.67,1.6912,32.958,13.87,24.585,1.3467,18.838,2.2308,4.7644,2.2156,0.010182,0.81982,0.09221,52.503,43.078,62.883,54.049,61.77,40.443
0.0,good_499,400,0.25921,3663.5,4473.4,27.12,42.346,2705.0,74.556,120.37,0.34783,80.355,49.503,26.126,49.05,22.965,65.529,340.14,94.689,77.404,32.101,8.7512,26.417,6.8058,18.67,1.6912,32.958,13.87,24.585,1.3467,18.838,2.2308,4.7644,2.2156,0.010182,0.81982,0.09221,52.503,43.078,62.048,53.959,59.004,40.859
0.0,good_499,401,0.24677,3672.9,4538.9,27.03,42.626,2705.9,73.783,120.44,0.34205,80.383,49.828,24.412,51.314,23.508,65.577,340.08,94.628,77.604,32.092,8.9257,26.551,7.064,18.584,1.6147,32.912,13.787,24.486,1.0727,18.067,2.2336,4.8016,2.3311,0.0092064,0.83481,0.091263,53.245,44.038,63.485,54.055,61.552,41.407
0.0,good_499,402,0.24685,3670.5,4561.4,26.998,42.301,2702.5,75.845,120.4,0.34303,80.188,52.284,26.127,49.978,23.355,65.582,339.69,94.605,77.054,32.092,8.9257,26.551,7.064,18.584,1.6147,32.912,13.787,24.486,1.0727,18.067,2.2336,4.8016,2.3311,0.0092064,0.83481,0.091263,53.245,44.038,63.527,53.787,61.005,40.692
0.0,good_499,403,0.24822,3610.4,4532.9,26.761,42.495,2702.5,75.58,120.4,0.33419,80.081,49.719,25.453,51.193,23.799,65.524,340.18,94.776,77.296,31.706,9.0659,27.011,6.9535,18.542,1.6736,32.967,13.714,23.956,1.2465,18.753,2.2651,4.8622,2.2094,0.0092064,0.83481,0.091263,53.245,44.038,62.247,54.366,60.95,41.005
0.0,good_499,404,0.24949,3588.0,4520.6,27.388,42.043,2705.9,74.756,120.39,0.33379,80.308,49.936,25.844,49.443,22.359,65.504,340.68,94.696,77.461,31.706,9.0659,27.011,6.9535,18.542,1.6736,32.967,13.714,23.956,1.2465,18.753,2.2651,4.8622,2.2094,0.0092064,0.83481,0.091263,53.245,44.038,62.633,54.513,60.69,40.149
0.0,good_499,405,0.29006,3627.0,4563.4,26.989,42.323,2706.0,75.419,120.42,0.32538,80.142,49.45,24.745,51.41,21.915,65.481,340.23,94.794,77.422,31.827,8.8789,26.609,6.8812,18.843,1.6398,32.688,13.698,24.268,1.2158,18.491,2.2587,4.8288,2.2882,0.0092064,0.83481,0.091263,53.245,44.038,62.811,54.139,63.205,41.631
0.0,good_499,406,0.28836,3632.2,4567.8,26.871,42.081,2707.4,75.196,120.38,0.32463,80.171,48.528,25.18,50.549,23.494,65.449,340.34,94.6,77.301,31.827,8.8789,26.609,6.8812,18.843,1.6398,32.688,13.698,24.268,1.2158,18.491,2.2587,4.8288,2.2882,0.017772,0.84379,0.088899,53.098,43.041,62.722,54.086,60.24,39.947
0.0,good_499,407,0.28254,3639.0,4541.2,26.883,42.313,2708.0,75.471,120.44,0.32372,80.126,50.113,26.717,50.193,23.157,65.445,340.89,94.654,77.029,31.733,8.5051,26.087,7.0168,18.876,1.6688,32.402,14.004,23.902,1.3354,18.648,2.2992,4.8682,2.2531,0.017772,0.84379,0.088899,53.098,43.041,63.205,53.68,60.634,41.6
0.0,good_499,408,0.28295,3647.3,4532.6,26.771,42.271,2707.3,74.81,120.4,0.32574,80.007,50.027,26.978,51.98,22.531,65.386,340.82,94.531,77.055,31.733,8.5051,26.087,7.0168,18.876,1.6688,32.402,14.004,23.902,1.3354,18.648,2.2992,4.8682,2.2531,0.017772,0.84379,0.088899,53.098,43.041,63.063,53.783,61.039,40.293
0.0,good_499,409,0.29472,3645.3,4510.6,26.944,42.65,2707.4,75.155,120.42,0.35586,79.905,50.018,24.679,50.599,23.73,65.341,341.26,94.733,77.251,32.457,8.7255,26.629,6.694,19.359,1.6781,32.867,13.784,24.093,1.2441,18.896,2.2918,4.8421,2.2981,0.017772,0.84379,0.088899,53.098,43.041,61.844,53.95,62.426,41.734
0.0,good_499,410,0.29339,3637.5,4518.4,26.866,42.218,2707.2,74.976,120.39,0.35822,79.983,49.81,25.236,50.541,23.621,65.327,341.44,94.751,77.048,32.457,8.7255,26.629,6.694,19.359,1.6781,32.867,13.784,24.093,1.2441,18.896,2.2918,4.8421,2.2981,0.017772,0.84379,0.088899,53.098,43.041,61.978,53.857,62.341,40.683
0.0,good_499,411,0.22617,3697.1,4473.6,27.127,42.264,2706.8,75.466,120.43,0.33508,79.98,51.337,26.014,49.633,22.581,65.304,341.57,94.652,77.253,32.041,8.7311,26.222,6.8759,18.689,1.6586,32.535,13.6,23.872,1.2306,18.46,2.2641,4.835,2.2213,0.012894,0.85478,0.096911,54.282,42.847,63.81,53.151,61.715,40.88
