serial_number,date,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_7,sensor_8,sensor_10,sensor_11,sensor_13,sensor_14,sensor_15,failure
19_good,93,-0.0018,-0.0002,642.28,1583.53,554.13,2388.02,1.3,47.34,2388.06,8141.82,8.4301,0
19_good,94,0.0029,0.0002,642.05,1587.92,553.62,2388.02,1.3,47.15,2388.02,8139.91,8.443,0
19_good,95,0.0012,0.0001,642.4,1585.8,554.39,2388.06,1.3,47.31,2388.04,8140.96,8.3812,0
19_good,96,-0.0002,-0.0004,642.73,1590.01,553.68,2388.04,1.3,47.48,2388.06,8138.81,8.4221,0
19_good,97,0.0014,-0.0003,641.76,1582.98,553.68,2388.1,1.3,47.33,2388.06,8141.96,8.4189,0
19_good,98,0.0003,-0.0001,641.97,1590.3,554.58,2388.08,1.3,47.16,2388.07,8136.45,8.4197,0
19_good,99,0.0002,-0.0002,642.58,1585.99,554.0,2388.05,1.3,47.38,2388.05,8140.72,8.4294,0
19_good,100,-0.0028,-0.0001,642.93,1580.65,554.99,2388.0,1.3,47.21,2387.99,8142.49,8.4014,0
19_good,101,0.0007,-0.0002,642.4,1582.65,554.79,2388.07,1.3,47.53,2388.03,8139.12,8.4199,0
19_good,102,0.0037,-0.0004,642.15,1588.11,553.67,2388.03,1.3,47.27,2388.0,8143.99,8.3895,0
19_good,103,0.0038,0.0004,641.86,1589.38,554.8,2388.1,1.3,47.25,2388.04,8141.19,8.4109,0
19_good,104,-0.0025,0.0004,642.3,1582.97,553.59,2388.03,1.3,47.36,2388.01,8147.01,8.4264,0
19_good,105,-0.0012,0.0004,642.6,1587.57,553.85,2388.04,1.3,47.07,2388.05,8139.51,8.3881,0
19_good,106,-0.0007,0.0001,642.36,1587.45,553.29,2388.05,1.3,47.35,2388.09,8145.46,8.4159,0
19_good,107,-0.0022,-0.0003,642.83,1586.84,554.49,2388.06,1.3,47.45,2388.05,8134.84,8.4195,0
19_good,108,0.0017,-0.0001,642.62,1586.9,554.61,2388.07,1.3,47.45,2388.0,8140.76,8.4109,0
19_good,109,-0.0019,0.0005,642.95,1589.58,554.31,2388.0,1.3,47.26,2388.01,8142.27,8.4049,0
1_good,1,0.0023,0.0003,643.02,1585.29,553.9,2388.04,1.3,47.2,2388.03,8125.55,8.4052,0
1_good,2,-0.0027,-0.0003,641.71,1588.45,554.85,2388.01,1.3,47.5,2388.06,8139.62,8.3803,0
1_good,3,0.0003,0.0001,642.46,1586.94,554.11,2388.05,1.3,47.5,2388.03,8130.1,8.4441,0
1_good,4,0.0042,0.0,642.44,1584.12,554.07,2388.03,1.3,47.28,2388.05,8132.9,8.3917,0
1_good,5,0.0014,0.0,642.51,1587.19,554.16,2388.01,1.3,47.31,2388.03,8129.54,8.4031,0
1_good,6,0.0012,0.0003,642.11,1579.12,554.22,2388.0,1.3,47.26,2388.08,8127.46,8.4238,0
1_good,7,-0.0,0.0002,642.11,1583.34,553.89,2388.05,1.3,47.31,2388.06,8134.97,8.3914,0
1_good,8,0.0006,-0.0,642.54,1580.89,553.59,2388.05,1.3,47.21,2388.06,8125.93,8.4213,0
1_good,9,-0.0036,0.0,641.88,1593.29,554.49,2388.06,1.3,47.37,2388.05,8134.15,8.4353,0
1_good,10,-0.0025,-0.0001,642.07,1585.25,554.28,2388.04,1.3,47.14,2388.06,8134.08,8.4093,0
1_good,11,0.0007,-0.0004,642.04,1581.03,554.69,2388.04,1.3,47.23,2388.06,8132.38,8.3919,0
1_good,12,0.0026,0.0003,642.54,1587.43,554.35,2388.02,1.3,47.27,2388.06,8132.33,8.3984,0
1_good,13,-0.0056,0.0003,641.94,1589.09,554.04,2388.02,1.3,47.35,2388.03,8131.12,8.4166,0
1_good,14,0.0017,-0.0004,642.23,1583.16,554.66,2388.03,1.3,47.24,2388.06,8130.3,8.4293,0
1_good,15,-0.0003,-0.0003,642.5,1584.81,554.15,2388.0,1.3,47.35,2388.0,8133.62,8.4163,0
1_good,16,-0.0018,0.0003,642.32,1584.51,553.82,2388.1,1.3,47.39,2388.1,8133.83,8.43,0
1_good,17,0.0014,0.0002,642.19,1582.7,554.42,2388.06,1.3,47.27,2388.02,8126.78,8.4577,0
1_good,18,0.0035,0.0001,642.59,1586.53,553.5,2388.04,1.3,47.44,2388.06,8133.22,8.4323,0
1_good,19,0.0029,0.0001,642.43,1585.58,553.87,2388.01,1.3,47.25,2388.01,8129.31,8.3892,0
1_good,20,0.0011,-0.0001,642.61,1587.78,554.31,2388.05,1.3,47.46,2388.05,8128.59,8.4099,0
1_good,21,0.0038,-0.0002,642.7,1583.3,554.42,2388.05,1.3,47.36,2388.11,8126.86,8.4174,0
1_good,22,0.0012,0.0001,642.45,1582.78,553.43,2388.0,1.3,47.26,2388.04,8128.89,8.4557,0
1_good,23,0.0009,-0.0,642.12,1587.51,555.07,2388.04,1.3,47.19,2388.06,8130.97,8.4116,0
1_good,24,-0.0006,-0.0001,642.32,1594.29,553.27,2388.07,1.3,47.29,2388.12,8130.7,8.4074,0
1_good,25,0.0028,-0.0003,642.25,1582.43,553.76,2388.11,1.3,47.37,2388.08,8128.65,8.4007,0
1_good,26,0.0047,-0.0005,642.48,1583.28,554.59,2388.08,1.3,47.33,2388.07,8129.12,8.3949,0
1_good,27,-0.0007,0.0001,642.08,1586.65,554.35,2388.09,1.3,47.34,2388.02,8127.24,8.4494,0
1_good,28,0.0022,0.0005,641.93,1594.25,553.56,2388.07,1.3,47.05,2388.07,8134.89,8.447,0
1_good,29,0.0014,0.0001,641.95,1587.15,554.15,2388.08,1.3,47.42,2388.07,8133.13,8.4212,0
1_good,30,-0.0025,0.0004,642.79,1585.72,554.1,2388.09,1.3,47.4,2388.1,8134.79,8.411,0
1_good,31,-0.0006,0.0004,642.58,1581.22,554.42,2388.08,1.3,47.23,2388.06,8130.11,8.4024,0
20,167,-0.0012,-0.0002,643.19,1597.32,552.15,2388.19,1.3,47.68,2388.11,8140.51,8.4519,1
20,168,0.0005,0.0003,643.36,1599.19,551.71,2388.18,1.3,47.82,2388.18,8143.22,8.4651,1
20,169,-0.0014,-0.0004,642.55,1593.43,552.14,2388.17,1.3,47.82,2388.15,8139.38,8.5198,1
20,170,0.0011,0.0003,643.16,1599.33,552.55,2388.09,1.3,47.82,2388.14,8144.74,8.5027,1
20,171,0.0013,-0.0005,642.95,1594.47,552.9,2388.15,1.3,47.87,2388.13,8143.27,8.4611,1
20,172,0.0036,-0.0004,643.25,1597.93,552.69,2388.13,1.3,47.81,2388.23,8138.73,8.4624,1
20,173,0.0029,0.0003,643.61,1599.27,552.4,2388.17,1.3,47.66,2388.17,8142.99,8.4736,1
20,174,0.0009,-0.0003,642.9,1595.25,552.47,2388.13,1.3,48.0,2388.14,8143.32,8.4933,1
20,175,0.0021,0.0001,643.25,1596.96,552.6,2388.17,1.3,47.66,2388.22,8138.23,8.4797,1
20,176,-0.0047,-0.0002,643.04,1594.86,551.97,2388.16,1.3,47.97,2388.11,8141.39,8.4541,1
20,177,0.0048,-0.0004,643.0,1593.11,552.23,2388.17,1.3,47.69,2388.19,8141.31,8.492,1
20,178,0.0004,-0.0,643.39,1592.45,551.48,2388.17,1.3,47.84,2388.15,8140.19,8.4945,1
20,179,-0.0026,0.0003,643.49,1601.55,551.72,2388.16,1.3,48.04,2388.23,8143.16,8.5017,1
20,180,0.0012,-0.0004,643.13,1598.52,551.71,2388.23,1.3,47.88,2388.24,8139.04,8.5414,1
20,181,0.0007,-0.0004,643.74,1606.18,552.25,2388.15,1.3,47.96,2388.21,8145.65,8.479,1
20,182,-0.0008,-0.0005,643.54,1589.93,551.23,2388.23,1.3,48.02,2388.22,8139.41,8.4677,1
20,183,0.0008,0.0003,643.33,1604.18,551.55,2388.24,1.3,48.05,2388.23,8137.63,8.5354,1
20,184,-0.0006,-0.0004,643.75,1595.12,552.19,2388.14,1.3,48.13,2388.21,8138.86,8.469,1
20_good,1,0.0011,-0.0005,642.26,1588.38,554.43,2388.07,1.3,47.4,2388.06,8147.58,8.3923,0
20_good,2,-0.0001,-0.0003,642.23,1590.73,553.62,2388.06,1.3,47.32,2388.06,8151.74,8.4385,0
20_good,3,-0.0015,0.0003,642.21,1590.7,554.24,2388.08,1.3,47.19,2388.03,8146.37,8.4234,0
20_good,4,-0.0022,0.0001,642.68,1588.91,553.79,2388.06,1.3,47.28,2388.06,8144.65,8.3955,0
20_good,5,-0.0064,-0.0001,642.4,1588.43,553.9,2388.06,1.3,47.42,2388.04,8146.81,8.4371,0
20_good,6,0.0002,0.0005,642.31,1583.41,554.59,2388.06,1.3,47.21,2388.0,8144.26,8.4084,0
20_good,7,-0.0,-0.0001,642.51,1588.8,553.54,2388.08,1.3,47.23,2388.01,8143.49,8.384,0
20_good,8,-0.0017,0.0003,642.14,1582.49,553.79,2388.04,1.3,47.35,2388.04,8143.8,8.4276,0
20_good,9,-0.0003,0.0005,642.62,1587.81,553.45,2388.0,1.3,47.31,2388.05,8145.42,8.4346,0
20_good,10,-0.0043,-0.0005,642.72,1579.87,554.07,2388.02,1.3,47.49,2388.01,8143.67,8.4201,0
20_good,11,0.0011,-0.0002,642.19,1583.08,553.9,2388.05,1.3,47.43,2388.06,8143.5,8.4352,0
20_good,12,-0.0002,-0.0003,642.19,1583.4,553.95,2388.05,1.3,47.23,2388.03,8146.87,8.4181,0
20_good,13,0.0006,0.0004,642.35,1588.8,554.42,2388.07,1.3,47.33,2388.05,8137.99,8.4403,0
20_good,14,-0.0017,0.0,641.89,1587.07,554.19,2387.98,1.3,47.36,2388.01,8141.04,8.3952,0
20_good,15,0.001,-0.0,642.01,1583.67,554.19,2388.02,1.3,47.39,2388.05,8144.22,8.4463,0
20_good,16,-0.0036,-0.0002,641.92,1587.33,554.22,2388.01,1.3,47.31,2388.05,8146.21,8.3903,0
20_good,17,-0.0036,0.0001,642.31,1584.68,553.72,2388.0,1.3,47.41,2388.04,8145.03,8.443,0
20_good,18,-0.0007,0.0001,642.25,1589.1,554.04,2388.0,1.3,47.45,2388.06,8141.38,8.4176,0
20_good,19,0.0015,0.0,642.57,1589.54,553.94,2388.01,1.3,47.35,2388.04,8143.86,8.4173,0
20_good,20,0.002,0.0001,641.68,1584.73,554.84,2388.01,1.3,47.6,2388.1,8146.85,8.3964,0
20_good,21,0.0015,0.0005,642.08,1583.86,554.41,2388.07,1.3,47.37,2388.03,8139.83,8.4358,0
20_good,22,0.0048,-0.0004,642.47,1593.2,554.69,2388.01,1.3,47.32,2388.05,8150.45,8.4481,0
20_good,23,-0.0006,-0.0005,642.36,1588.14,553.72,2387.96,1.3,47.43,2388.07,8151.2,8.4006,0
20_good,24,-0.0034,0.0004,642.46,1587.36,553.85,2388.09,1.3,47.55,2388.0,8140.11,8.4065,0
20_good,25,-0.0004,-0.0004,642.81,1584.78,554.02,2388.0,1.3,47.46,2388.06,8143.48,8.4288,0
20_good,26,0.0044,-0.0005,641.99,1588.34,553.98,2388.02,1.3,47.43,2388.08,8137.29,8.4166,0
20_good,27,-0.0015,-0.0003,642.47,1583.57,553.45,2388.06,1.3,47.48,2388.06,8142.33,8.3973,0
20_good,28,0.0007,0.0004,642.85,1580.89,553.83,2388.07,1.3,47.34,2388.01,8141.41,8.4033,0
20_good,29,0.0005,-0.0002,642.38,1585.58,553.6,2388.04,1.3,47.29,2388.02,8142.33,8.4299,0
20_good,30,0.0012,0.0,642.36,1585.83,553.63,2387.99,1.3,47.46,2388.06,8148.92,8.432,0
20_good,31,-0.0007,0.0004,642.22,1586.43,553.79,2388.05,1.3,47.43,2388.07,8141.56,8.406,0
20_good,32,-0.004,-0.0001,642.21,1592.6,553.58,2388.01,1.3,47.52,2388.04,8143.2,8.4231,0
20_good,33,-0.0012,-0.0005,642.59,1591.46,553.37,2388.07,1.3,47.31,2388.03,8142.61,8.4241,0
20_good,34,0.0012,0.0003,642.11,1586.73,554.02,2388.0,1.3,47.24,2388.03,8140.26,8.4478,0
20_good,35,-0.0009,-0.0004,641.99,1580.16,554.23,2388.08,1.3,47.26,2388.07,8143.29,8.4159,0
20_good,36,-0.0003,0.0004,641.6,1589.87,554.14,2388.04,1.3,47.23,2388.07,8144.86,8.428,0
20_good,37,-0.0006,-0.0003,641.67,1589.81,554.24,2388.01,1.3,47.13,2388.08,8143.49,8.3965,0
20_good,38,-0.0024,-0.0004,642.23,1586.24,554.24,2388.01,1.3,47.36,2388.05,8144.46,8.4523,0
20_good,39,-0.0016,0.0003,642.25,1585.78,553.9,2388.08,1.3,47.36,2388.03,8144.7,8.4503,0
20_good,40,0.0028,0.0004,642.22,1584.72,553.6,2388.08,1.3,47.34,2388.09,8141.29,8.4225,0
20_good,41,-0.0026,0.0002,642.41,1590.81,554.88,2388.06,1.3,47.34,2388.01,8148.22,8.3978,0
20_good,42,-0.0008,-0.0001,642.93,1587.19,554.49,2388.06,1.3,47.39,2388.07,8137.73,8.3924,0
20_good,43,-0.0017,0.0004,642.2,1586.84,553.62,2388.02,1.3,47.35,2388.05,8144.45,8.4154,0
20_good,44,-0.0041,0.0001,642.24,1580.6,553.6,2388.11,1.3,47.48,2388.09,8142.79,8.4243,0
20_good,45,-0.0006,-0.0004,642.6,1587.36,554.02,2388.06,1.3,47.32,2388.05,8141.89,8.4107,0
20_good,46,0.0011,-0.0005,642.48,1582.37,553.84,2388.05,1.3,47.21,2388.04,8149.01,8.3992,0
20_good,47,0.0007,0.0002,642.69,1586.44,553.56,2388.09,1.3,47.34,2388.1,8141.99,8.4513,0
20_good,48,0.003,0.0004,642.97,1579.21,554.28,2388.07,1.3,47.51,2388.04,8150.31,8.4229,0
20_good,49,0.0007,0.0002,642.38,1584.08,553.68,2388.03,1.3,47.39,2388.07,8138.77,8.4,0
20_good,50,-0.0001,0.0002,642.41,1593.45,553.38,2387.99,1.3,47.45,2387.99,8142.71,8.4274,0
20_good,51,-0.0016,0.0004,642.31,1585.94,553.86,2388.02,1.3,47.41,2388.03,8146.64,8.4476,0
20_good,52,0.0032,0.0004,642.53,1587.87,554.65,2388.02,1.3,47.19,2388.02,8147.55,8.4427,0
20_good,53,-0.0014,-0.0001,642.33,1578.89,553.89,2388.03,1.3,47.37,2388.04,8139.54,8.4637,0
20_good,54,0.0045,0.0004,642.49,1589.63,553.74,2388.06,1.3,47.48,2388.02,8142.8,8.4154,0
20_good,55,-0.0036,0.0004,641.96,1590.12,554.07,2388.07,1.3,47.47,2388.03,8149.12,8.4196,0
20_good,56,0.0,-0.0002,641.98,1588.43,553.22,2388.05,1.3,47.27,2388.03,8145.27,8.4183,0
20_good,57,-0.0002,0.0002,641.72,1584.39,554.89,2388.05,1.3,47.25,2388.06,8146.7,8.4158,0
20_good,58,-0.0,-0.0002,642.38,1587.79,553.99,2388.09,1.3,47.42,2388.02,8145.72,8.435,0
20_good,59,-0.0028,0.0001,642.87,1590.47,554.12,2388.07,1.3,47.42,2388.06,8139.95,8.4365,0
20_good,60,0.0003,0.0004,642.54,1582.72,554.13,2388.06,1.3,47.45,2388.06,8137.53,8.4307,0
20_good,61,0.0005,0.0004,642.12,1591.49,554.28,2388.02,1.3,47.31,2388.0,8147.77,8.4223,0
20_good,62,0.0008,-0.0002,642.99,1585.34,553.68,2388.08,1.3,47.46,2388.04,8143.5,8.4118,0
20_good,63,0.0011,-0.0004,642.93,1592.72,554.06,2388.05,1.3,47.33,2388.08,8149.16,8.4246,0
20_good,64,-0.0004,0.0004,642.5,1587.39,553.76,2388.07,1.3,47.46,2388.04,8141.46,8.4323,0
20_good,65,-0.0028,-0.0003,642.44,1586.37,554.49,2388.03,1.3,47.23,2388.08,8145.24,8.4436,0
20_good,66,0.0015,-0.0002,642.57,1583.75,554.25,2388.05,1.3,47.38,2388.13,8148.2,8.4125,0
20_good,67,0.0011,0.0005,642.18,1585.86,553.95,2388.07,1.3,47.32,2388.08,8140.47,8.4238,0
20_good,68,-0.0012,-0.0005,642.14,1594.95,553.39,2388.0,1.3,47.47,2388.12,8143.27,8.3965,0
20_good,69,0.0019,0.0002,641.93,1585.74,553.39,2388.09,1.3,47.4,2388.03,8144.76,8.3856,0
20_good,70,-0.0008,-0.0003,642.6,1580.53,554.05,2388.08,1.3,47.19,2388.05,8139.99,8.4399,0
20_good,71,0.0006,-0.0004,641.93,1588.92,553.9,2388.02,1.3,47.29,2388.07,8142.96,8.4059,0
20_good,72,0.0009,-0.0004,642.43,1594.21,554.15,2388.05,1.3,47.73,2388.05,8145.89,8.4727,0
20_good,73,0.0035,0.0001,642.56,1597.48,553.79,2388.08,1.3,47.35,2388.02,8144.35,8.4056,0
20_good,74,0.0027,-0.0004,642.51,1590.27,552.91,2388.07,1.3,47.27,2388.04,8141.89,8.4021,0
20_good,75,-0.0009,-0.0005,642.2,1584.81,553.96,2388.04,1.3,47.58,2388.02,8140.04,8.3859,0
20_good,76,-0.0013,-0.0005,642.67,1586.06,553.99,2388.12,1.3,47.35,2388.01,8141.23,8.4312,0
20_good,77,-0.0015,-0.0,642.27,1593.16,553.94,2388.05,1.3,47.46,2388.05,8146.94,8.4343,0
20_good,78,0.001,-0.0004,642.67,1591.83,554.01,2388.04,1.3,47.35,2388.06,8139.56,8.448,0
20_good,79,-0.0013,-0.0003,642.36,1589.87,554.5,2388.07,1.3,47.23,2388.03,8149.54,8.4122,0
20_good,80,0.0005,-0.0004,642.64,1588.94,553.73,2388.08,1.3,47.45,2388.05,8146.04,8.401,0
20_good,81,0.0043,0.0,642.69,1595.21,553.68,2387.98,1.3,47.51,2388.03,8145.97,8.3956,0
20_good,82,0.0008,-0.0003,642.17,1582.73,554.5,2388.03,1.3,47.33,2388.02,8146.35,8.4052,0
20_good,83,-0.0004,0.0003,642.15,1590.58,553.84,2388.03,1.3,47.46,2388.04,8139.74,8.4088,0
20_good,84,-0.0013,0.0,642.23,1582.48,553.93,2388.03,1.3,47.3,2388.06,8146.31,8.4318,0
20_good,85,-0.0013,-0.0004,642.45,1590.22,553.78,2388.07,1.3,47.48,2388.01,8143.74,8.3957,0
20_good,86,-0.0,0.0003,642.55,1583.66,554.01,2388.03,1.3,47.34,2388.05,8144.9,8.4273,0
20_good,87,0.0012,-0.0002,642.78,1589.19,553.84,2388.05,1.3,47.3,2388.03,8141.99,8.4289,0
20_good,88,0.0011,-0.0004,642.1,1587.25,553.68,2388.03,1.3,47.51,2388.01,8145.74,8.3803,0
20_good,89,0.0044,-0.0002,642.32,1588.38,553.69,2388.07,1.3,47.43,2388.04,8146.46,8.4225,0
20_good,90,0.0002,-0.0005,642.6,1584.46,553.33,2388.01,1.3,47.5,2388.08,8147.0,8.4499,0
20_good,91,-0.0003,-0.0003,642.36,1581.98,553.55,2388.09,1.3,47.12,2388.04,8146.82,8.4289,0
20_good,92,0.0,-0.0,642.29,1586.2,553.59,2388.08,1.3,47.51,2388.12,8137.85,8.4369,0
20_good,93,0.001,0.0001,642.77,1587.5,553.67,2388.01,1.3,47.2,2388.07,8144.15,8.4347,0
20_good,94,-0.0014,-0.0003,642.39,1586.64,554.05,2388.06,1.3,47.56,2388.06,8142.77,8.4555,0
20_good,95,-0.0011,-0.0,642.77,1583.13,553.6,2388.08,1.3,47.44,2388.01,8145.08,8.4416,0
20_good,96,-0.0009,-0.0002,642.1,1588.81,553.88,2388.08,1.3,47.48,2388.07,8143.08,8.4057,0
20_good,97,-0.0001,0.0003,642.96,1583.09,553.72,2388.12,1.3,47.48,2388.04,8139.2,8.4131,0
20_good,98,-0.002,0.0003,642.91,1587.17,553.73,2388.11,1.3,47.52,2388.02,8147.06,8.4102,0
20_good,99,-0.0028,0.0002,642.75,1592.42,554.18,2388.07,1.3,47.7,2388.07,8145.69,8.4227,0
20_good,100,-0.0019,0.0002,642.6,1584.87,553.65,2388.05,1.3,47.36,2388.08,8148.0,8.4115,0
20_good,101,-0.0026,-0.0,642.52,1588.1,554.18,2388.07,1.3,47.24,2388.07,8139.0,8.4306,0
20_good,102,-0.0016,-0.0003,642.65,1588.19,553.52,2388.05,1.3,47.38,2388.06,8146.14,8.4897,0
20_good,103,0.0015,-0.0005,642.29,1584.93,553.68,2388.04,1.3,47.31,2388.05,8143.14,8.4214,0
20_good,104,0.0066,-0.0005,642.5,1588.28,553.63,2388.07,1.3,47.4,2388.13,8144.13,8.4122,0
20_good,105,-0.0025,-0.0004,642.39,1593.98,553.63,2388.05,1.3,47.5,2388.16,8142.3,8.4553,0
20_good,106,-0.0023,-0.0002,642.39,1587.21,554.05,2388.08,1.3,47.52,2388.02,8139.69,8.4376,0
20_good,107,-0.0005,0.0002,642.4,1588.1,553.95,2388.08,1.3,47.46,2388.06,8141.46,8.4442,0
20_good,108,0.0011,-0.0001,643.05,1583.42,553.54,2388.05,1.3,47.35,2388.08,8142.5,8.4333,0
20_good,109,0.0013,-0.0003,642.17,1593.88,553.95,2388.05,1.3,47.31,2388.06,8141.42,8.4158,0
20_good,110,-0.0016,0.0004,642.51,1582.87,553.77,2388.13,1.3,47.37,2388.1,8141.98,8.4345,0
20_good,111,-0.001,-0.0005,642.53,1588.85,554.29,2388.06,1.3,47.41,2388.02,8138.74,8.4117,0
20_good,112,0.0051,-0.0005,642.72,1587.33,552.98,2388.11,1.3,47.65,2388.0,8150.06,8.4325,0
20_good,113,-0.0017,0.0004,642.71,1590.19,553.73,2388.05,1.3,47.49,2388.07,8140.37,8.4392,0
20_good,114,-0.0008,0.0001,642.36,1597.9,553.39,2388.11,1.3,47.56,2388.1,8146.79,8.4759,0
20_good,115,0.0036,0.0004,642.44,1587.69,553.62,2388.07,1.3,47.5,2388.1,8141.14,8.4384,0
20_good,116,0.0023,0.0004,642.4,1588.49,553.18,2388.07,1.3,47.54,2388.09,8143.22,8.4364,0
20_good,117,-0.0033,-0.0002,642.5,1592.41,553.1,2388.05,1.3,47.44,2388.09,8143.74,8.4488,0
20_good,118,0.0018,-0.0003,642.51,1590.27,553.74,2388.06,1.3,47.43,2388.1,8146.17,8.4232,0
20_good,119,0.0014,0.0003,642.69,1582.91,553.56,2388.1,1.3,47.34,2388.06,8145.29,8.458,0
20_good,120,-0.0005,0.0003,642.37,1601.66,554.03,2388.07,1.3,47.59,2388.07,8139.26,8.4402,0
20_good,121,0.003,0.0004,642.68,1589.03,554.07,2388.1,1.3,47.34,2388.02,8145.68,8.4518,0
20_good,122,-0.0002,-0.0,642.53,1584.34,553.8,2388.14,1.3,47.28,2388.03,8150.89,8.4481,0
20_good,123,-0.0023,-0.0001,642.67,1586.5,553.54,2388.1,1.3,47.49,2388.06,8145.06,8.4261,0
20_good,124,-0.0037,0.0,642.74,1590.34,553.65,2388.06,1.3,47.65,2388.07,8143.79,8.4445,0
20_good,125,0.0011,-0.0002,642.5,1591.18,553.13,2388.1,1.3,47.33,2388.07,8144.05,8.4067,0
20_good,126,-0.0036,0.0004,643.3,1591.29,553.29,2388.13,1.3,47.59,2388.06,8142.34,8.4691,0
20_good,127,-0.0007,-0.0001,642.91,1589.48,553.21,2388.11,1.3,47.45,2388.11,8144.77,8.4345,0
20_good,128,-0.0034,-0.0004,642.91,1590.87,553.47,2388.12,1.3,47.66,2388.09,8148.02,8.4268,0
20_good,129,0.0011,-0.0003,642.4,1587.25,553.43,2388.07,1.3,47.44,2388.12,8144.11,8.4468,0
20_good,130,0.0005,-0.0002,642.8,1583.88,553.43,2388.04,1.3,47.66,2388.13,8138.53,8.4718,0
20_good,131,-0.0004,0.0001,642.72,1589.02,552.7,2388.08,1.3,47.5,2388.08,8144.51,8.4572,0
20_good,132,0.0017,0.0001,642.88,1597.28,553.56,2388.06,1.3,47.65,2388.05,8146.33,8.4417,0
20_good,133,-0.0001,0.0002,642.35,1591.58,553.32,2388.09,1.3,47.39,2388.12,8139.74,8.4344,0
20_good,134,0.0018,0.0004,643.02,1591.56,553.16,2388.07,1.3,47.57,2388.11,8141.15,8.4593,0
20_good,135,0.0023,0.0001,643.02,1596.09,553.57,2388.13,1.3,47.64,2388.11,8138.04,8.4159,0
20_good,136,-0.0006,-0.0003,642.58,1592.19,553.0,2388.06,1.3,47.48,2388.11,8143.04,8.4309,0
20_good,137,-0.0019,-0.0004,642.33,1590.22,553.16,2388.09,1.3,47.61,2388.09,8136.78,8.4387,0
20_good,138,0.0021,0.0001,642.68,1594.24,553.32,2388.17,1.3,47.43,2388.11,8144.93,8.4461,0
20_good,139,-0.0032,0.0004,642.94,1600.44,552.71,2388.06,1.3,47.68,2388.13,8145.31,8.4258,0
20_good,140,-0.0007,-0.0004,642.77,1586.71,552.91,2388.09,1.3,47.66,2388.11,8140.99,8.4186,0
20_good,141,0.0002,-0.0004,642.02,1590.7,552.68,2388.14,1.3,47.56,2388.09,8144.96,8.4166,0
20_good,142,0.0005,-0.0005,643.11,1596.59,554.09,2388.13,1.3,47.58,2388.1,8143.38,8.4286,0
20_good,143,0.0009,0.0,642.23,1594.34,553.52,2388.13,1.3,47.59,2388.1,8141.64,8.4809,0
20_good,144,-0.0,-0.0002,642.8,1593.7,553.27,2388.09,1.3,47.6,2388.11,8145.96,8.4373,0
20_good,145,0.0005,-0.0004,642.39,1595.94,552.75,2388.13,1.3,47.77,2388.12,8139.83,8.4452,0
20_good,146,0.0005,-0.0001,642.37,1591.66,553.41,2388.11,1.3,47.5,2388.13,8144.03,8.4258,0
20_good,147,0.0008,0.0004,642.65,1592.81,552.82,2388.15,1.3,47.68,2388.13,8142.99,8.4544,0
20_good,148,0.0036,-0.0002,643.28,1593.83,553.0,2388.13,1.3,47.58,2388.11,8141.38,8.4653,0
20_good,149,0.0013,0.0003,643.01,1585.77,552.51,2388.16,1.3,47.62,2388.1,8147.29,8.4343,0
20_good,150,-0.0018,0.0001,643.12,1591.81,552.79,2388.12,1.3,47.57,2388.1,8144.27,8.4781,0
20_good,151,-0.0002,-0.0005,642.7,1589.71,552.97,2388.12,1.3,47.54,2388.13,8149.88,8.4696,0
20_good,152,-0.0001,-0.0003,643.11,1594.7,552.68,2388.19,1.3,47.72,2388.15,8143.15,8.4362,0
20_good,153,-0.0007,-0.0,643.26,1598.54,552.7,2388.12,1.3,47.7,2388.15,8140.25,8.4699,0
20_good,154,-0.0032,0.0003,643.14,1595.51,552.48,2388.11,1.3,47.72,2388.12,8139.77,8.4719,0
20_good,155,-0.0005,-0.0001,642.51,1594.03,553.12,2388.17,1.3,47.7,2388.12,8148.76,8.4623,0
20_good,156,-0.0022,-0.0004,642.95,1594.28,551.96,2388.15,1.3,47.76,2388.17,8144.44,8.485,0
20_good,157,0.0002,-0.0005,642.7,1582.66,553.08,2388.1,1.3,47.64,2388.14,8144.38,8.4636,0
20_good,158,-0.0019,-0.0004,642.88,1588.21,552.29,2388.15,1.3,47.92,2388.18,8139.81,8.4399,0
20_good,159,-0.0021,-0.0001,642.83,1595.41,552.35,2388.12,1.3,47.57,2388.19,8142.0,8.4798,0
20_good,160,-0.0001,0.0003,643.16,1594.37,553.16,2388.17,1.3,47.63,2388.16,8143.1,8.4664,0
20_good,161,0.0017,0.0004,642.94,1595.47,552.19,2388.11,1.3,47.49,2388.1,8145.41,8.4554,0
20_good,162,-0.0011,0.0004,642.97,1590.25,552.44,2388.14,1.3,47.83,2388.21,8133.73,8.4646,0
20_good,163,0.0004,-0.0004,643.58,1595.94,552.67,2388.07,1.3,47.56,2388.15,8145.32,8.4519,0
20_good,164,0.0002,0.0004,642.96,1595.7,552.94,2388.16,1.3,47.73,2388.07,8144.78,8.4799,0
20_good,165,-0.0013,0.0003,643.14,1591.64,552.94,2388.18,1.3,47.75,2388.12,8147.8,8.457,0
20_good,166,0.0021,0.0004,642.99,1591.99,552.94,2388.17,1.3,47.74,2388.19,8142.45,8.4764,0
21_good,1,-0.0011,0.0,642.07,1590.11,554.73,2388.03,1.3,47.3,2388.03,8142.62,8.4358,0
